TS_UPDATE;USER;make_id;processing_variable;variable_phase;variable_order;variable_value
2023-04-21 05:26:57;;109;PROOF_rel_humidity;2;2;40.1
2023-04-21 05:26:57;;109;PROOF_rel_humidity;4;2;48
2023-04-21 05:26:58;;109;PROOF_rel_humidity;6;2;77
2023-04-21 05:26:58;;109;PROOF_temp;6;1;20
2023-04-21 05:26:58;;109;PROOF_temperature;2;1;20.2
2023-04-21 05:26:58;;109;PROOF_temperature;4;1;20.6
2023-04-21 05:27:02;;11;PROOF_cabinet;6;3;2
2023-04-21 05:27:02;;11;PROOF_rel_humidity;2;2;56.8
2023-04-21 05:27:02;;11;PROOF_rel_humidity;4;2;56.3
2023-04-21 05:27:02;;11;PROOF_rel_humidity;6;2;58
2023-04-21 05:27:02;;11;PROOF_remarks;6;4;ingevallen en overgelopen deeg
2023-04-21 05:27:02;;11;PROOF_temp;6;1;35
2023-04-21 05:27:02;;11;PROOF_temperature;2;1;20.3
2023-04-21 05:27:02;;11;PROOF_temperature;4;1;20.3
2023-04-21 05:26:58;;110;PROOF_cabinet;6;3;3
2023-04-21 05:26:58;;110;PROOF_rel_humidity;2;2;39.9
2023-04-21 05:26:58;;110;PROOF_rel_humidity;4;2;50.8
2023-04-21 05:26:58;;110;PROOF_rel_humidity;6;2;71
2023-04-21 05:26:58;;110;PROOF_temp;6;1;20
2023-04-21 05:26:58;;110;PROOF_temperature;2;1;20.1
2023-04-21 05:26:58;;110;PROOF_temperature;4;1;20.7
2023-04-21 05:26:58;;111;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:26:58;;111;PROOF_rel_humidity;4;2;39.4
2023-04-21 05:26:58;;111;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:26:58;;111;PROOF_temp;6;1;5
2023-04-21 05:26:58;;111;PROOF_temperature;2;1;<fridge temp>
2023-04-21 05:26:58;;111;PROOF_temperature;4;1;20.2
2023-04-21 05:26:58;;112;PROOF_cabinet;6;3;3
2023-04-21 05:26:58;;112;PROOF_rel_humidity;2;2;47.2
2023-04-21 05:26:58;;112;PROOF_rel_humidity;4;2;48.1
2023-04-21 05:26:58;;112;PROOF_rel_humidity;6;2;67
2023-04-21 05:26:58;;112;PROOF_remarks;6;4;TOM: deeg verkorst bovenaan (OP)
2023-04-21 05:26:58;;112;PROOF_temp;6;1;20
2023-04-21 05:26:58;;112;PROOF_temperature;2;1;20
2023-04-21 05:26:58;;112;PROOF_temperature;4;1;20
2023-04-21 05:26:58;;113;PROOF_cabinet;6;3;3
2023-04-21 05:26:58;;113;PROOF_rel_humidity;2;2;49
2023-04-21 05:26:58;;113;PROOF_rel_humidity;4;2;46.7
2023-04-21 05:26:58;;113;PROOF_rel_humidity;6;2;77
2023-04-21 05:26:58;;113;PROOF_temp;6;1;20
2023-04-21 05:26:58;;113;PROOF_temperature;2;1;21
2023-04-21 05:26:58;;113;PROOF_temperature;4;1;19.9
2023-04-21 05:27:02;;114;PROOF_cabinet;6;3;3
2023-04-21 05:26:58;;114;PROOF_rel_humidity;2;2;48.5
2023-04-21 05:26:58;;114;PROOF_rel_humidity;4;2;50.6
2023-04-21 05:27:03;;114;PROOF_rel_humidity;6;2;75
2023-04-21 05:27:03;;114;PROOF_temp;6;1;20
2023-04-21 05:26:58;;114;PROOF_temperature;2;1;21.2
2023-04-21 05:26:58;;114;PROOF_temperature;4;1;19.7
2023-04-21 05:27:08;;115;PROOF_cabinet;6;3;2
2023-04-21 05:27:08;;115;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:08;;115;PROOF_rel_humidity;4;2;30
2023-04-21 05:27:08;;115;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:09;;115;PROOF_temp;6;1;35
2023-04-21 05:27:09;;115;PROOF_temperature;2;1;5
2023-04-21 05:27:09;;115;PROOF_temperature;4;1;20.2
2023-04-21 05:27:09;;116;PROOF_cabinet;6;3;2
2023-04-21 05:27:09;;116;PROOF_rel_humidity;2;2;30.3
2023-04-21 05:27:09;;116;PROOF_rel_humidity;4;2;27.5
2023-04-21 05:27:09;;116;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:09;;116;PROOF_temp;6;1;35
2023-04-21 05:27:09;;116;PROOF_temperature;2;1;20.2
2023-04-21 05:27:09;;116;PROOF_temperature;4;1;20.5
2023-04-21 05:27:09;;117;PROOF_cabinet;6;3;3
2023-04-21 05:27:09;;117;PROOF_rel_humidity;2;2;24.7
2023-04-21 05:27:09;;117;PROOF_rel_humidity;4;2;31
2023-04-21 05:27:09;;117;PROOF_rel_humidity;6;2;75
2023-04-21 05:27:09;;117;PROOF_temp;6;1;35
2023-04-21 05:27:09;;117;PROOF_temperature;2;1;21
2023-04-21 05:27:09;;117;PROOF_temperature;4;1;20.2
2023-04-21 05:27:09;;118;PROOF_cabinet;6;3;2
2023-04-21 05:27:09;;118;PROOF_rel_humidity;2;2;28.7
2023-04-21 05:27:09;;118;PROOF_rel_humidity;4;2;28.2
2023-04-21 05:27:09;;118;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:09;;118;PROOF_temp;6;1;35
2023-04-21 05:27:09;;118;PROOF_temperature;2;1;20.4
2023-04-21 05:27:09;;118;PROOF_temperature;4;1;20.6
2023-04-21 05:27:09;;119;PROOF_cabinet;6;3;3
2023-04-21 05:27:09;;119;PROOF_rel_humidity;2;2;31.4
2023-04-21 05:27:09;;119;PROOF_rel_humidity;4;2;31.3
2023-04-21 05:27:09;;119;PROOF_rel_humidity;6;2;75
2023-04-21 05:27:09;;119;PROOF_temp;6;1;35
2023-04-21 05:27:09;;119;PROOF_temperature;2;1;20.6
2023-04-21 05:27:09;;119;PROOF_temperature;4;1;20.7
2023-04-21 05:27:03;;12;PROOF_cabinet;6;3;3
2023-04-21 05:27:03;;12;PROOF_rel_humidity;2;2;56.8
2023-04-21 05:27:03;;12;PROOF_rel_humidity;4;2;56.9
2023-04-21 05:27:03;;12;PROOF_rel_humidity;6;2;76
2023-04-21 05:27:03;;12;PROOF_temp;6;1;35
2023-04-21 05:27:03;;12;PROOF_temperature;2;1;20.3
2023-04-21 05:27:03;;12;PROOF_temperature;4;1;20.3
2023-04-21 05:27:09;;120;PROOF_cabinet;6;3;3
2023-04-21 05:27:09;;120;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:09;;120;PROOF_rel_humidity;4;2;30.8
2023-04-21 05:27:09;;120;PROOF_rel_humidity;6;2;82
2023-04-21 05:27:09;;120;PROOF_temp;6;1;35
2023-04-21 05:27:09;;120;PROOF_temperature;2;1;5
2023-04-21 05:27:09;;120;PROOF_temperature;4;1;20.4
2023-04-21 05:27:03;;121;PROOF_cabinet;6;3;2
2023-04-21 05:27:03;;121;PROOF_rel_humidity;2;2;28.8
2023-04-21 05:27:03;;121;PROOF_rel_humidity;4;2;28
2023-04-21 05:27:03;;121;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:03;;121;PROOF_remarks;6;4;nachtstart oven niet gelukt. broden 30 min later ingeovend.
2023-04-21 05:27:03;;121;PROOF_temp;6;1;20
2023-04-21 05:27:03;;121;PROOF_temperature;2;1;19.9
2023-04-21 05:27:03;;121;PROOF_temperature;4;1;20.1
2023-04-21 05:27:03;;122;PROOF_cabinet;6;3;3
2023-04-21 05:27:03;;122;PROOF_rel_humidity;2;2;28.8
2023-04-21 05:27:03;;122;PROOF_rel_humidity;4;2;30.2
2023-04-21 05:27:03;;122;PROOF_rel_humidity;6;2;75
2023-04-21 05:27:03;;122;PROOF_temp;6;1;20
2023-04-21 05:27:03;;122;PROOF_temperature;2;1;20
2023-04-21 05:27:03;;122;PROOF_temperature;4;1;20.1
2023-04-21 05:27:03;;123;PROOF_cabinet;6;3;3
2023-04-21 05:27:03;;123;PROOF_rel_humidity;2;2;28.7
2023-04-21 05:27:03;;123;PROOF_rel_humidity;4;2;30.1
2023-04-21 05:27:03;;123;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:03;;123;PROOF_temp;6;1;35
2023-04-21 05:27:03;;123;PROOF_temperature;2;1;20
2023-04-21 05:27:03;;123;PROOF_temperature;4;1;20.2
2023-04-21 05:27:03;;124;PROOF_cabinet;6;3;3
2023-04-21 05:27:03;;124;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;124;PROOF_rel_humidity;4;2;33.1
2023-04-21 05:27:03;;124;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:03;;124;PROOF_remarks;6;4;broden zijn ingevallen en veel scheuren in oppiervlak
2023-04-21 05:27:03;;124;PROOF_temp;6;1;35
2023-04-21 05:27:03;;124;PROOF_temperature;2;1;4
2023-04-21 05:27:03;;124;PROOF_temperature;4;1;20.2
2023-04-21 05:27:03;;125;PROOF_cabinet;6;3;2
2023-04-21 05:27:03;;125;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;125;PROOF_rel_humidity;4;2;31.5
2023-04-21 05:27:03;;125;PROOF_rel_humidity;6;2;92
2023-04-21 05:27:03;;125;PROOF_temp;6;1;20
2023-04-21 05:27:03;;125;PROOF_temperature;2;1;<fridge temp>
2023-04-21 05:27:03;;125;PROOF_temperature;4;1;19.5
2023-04-21 05:27:03;;126;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;126;PROOF_rel_humidity;4;2;35.2
2023-04-21 05:27:03;;126;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:03;;126;PROOF_temp;6;1;5
2023-04-21 05:27:03;;126;PROOF_temperature;2;1;<fridge temp>
2023-04-21 05:27:03;;126;PROOF_temperature;4;1;21
2023-04-21 05:27:03;;127;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;127;PROOF_rel_humidity;4;2;48.2
2023-04-21 05:27:03;;127;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:03;;127;PROOF_temp;6;1;5
2023-04-21 05:27:03;;127;PROOF_temperature;2;1;5
2023-04-21 05:27:03;;127;PROOF_temperature;4;1;19.3
2023-04-21 05:27:03;;128;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;128;PROOF_rel_humidity;4;2;38.8
2023-04-21 05:27:03;;128;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:03;;128;PROOF_temp;6;1;5
2023-04-21 05:27:03;;128;PROOF_temperature;2;1;4
2023-04-21 05:27:03;;128;PROOF_temperature;4;1;19.4
2023-04-21 05:27:03;;129;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:03;;129;PROOF_rel_humidity;4;2;<logger>
2023-04-21 05:27:03;;129;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:03;;129;PROOF_temp;6;1;5
2023-04-21 05:27:03;;129;PROOF_temperature;2;1;5
2023-04-21 05:27:04;;129;PROOF_temperature;4;1;<logger>
2023-04-21 05:27:04;;13;PROOF_cabinet;6;3;3
2023-04-21 05:27:04;;13;PROOF_rel_humidity;2;2;56.6
2023-04-21 05:27:04;;13;PROOF_rel_humidity;4;2;58.3
2023-04-21 05:27:04;;13;PROOF_rel_humidity;6;2;90
2023-04-21 05:27:04;;13;PROOF_temp;6;1;35
2023-04-21 05:27:04;;13;PROOF_temperature;2;1;19.5
2023-04-21 05:27:04;;13;PROOF_temperature;4;1;20.100000000000001
2023-04-21 05:27:04;;130;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:04;;130;PROOF_rel_humidity;4;2;51.3
2023-04-21 05:27:04;;130;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;130;PROOF_temp;6;1;5
2023-04-21 05:27:04;;130;PROOF_temperature;2;1;4
2023-04-21 05:27:04;;130;PROOF_temperature;4;1;21.4
2023-04-21 05:27:04;;131;PROOF_rel_humidity;2;2;55.5
2023-04-21 05:27:04;;131;PROOF_rel_humidity;4;2;55.1
2023-04-21 05:27:04;;131;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;131;PROOF_temp;6;1;5
2023-04-21 05:27:04;;131;PROOF_temperature;2;1;20.3
2023-04-21 05:27:04;;131;PROOF_temperature;4;1;19.8
2023-04-21 05:27:04;;132;PROOF_rel_humidity;2;2;51.2
2023-04-21 05:27:04;;132;PROOF_rel_humidity;4;2;55.4
2023-04-21 05:27:04;;132;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;132;PROOF_temp;6;1;5
2023-04-21 05:27:04;;132;PROOF_temperature;2;1;21.6
2023-04-21 05:27:04;;132;PROOF_temperature;4;1;19.8
2023-04-21 05:27:04;;133;PROOF_rel_humidity;2;2;18.5
2023-04-21 05:27:04;;133;PROOF_rel_humidity;4;2;40.1
2023-04-21 05:27:04;;133;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;133;PROOF_temp;6;1;5
2023-04-21 05:27:04;;133;PROOF_temperature;2;1;20.1
2023-04-21 05:27:04;;133;PROOF_temperature;4;1;20.100000000000001
2023-04-21 05:27:04;;134;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:04;;134;PROOF_rel_humidity;4;2;33.8
2023-04-21 05:27:04;;134;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;134;PROOF_temp;6;1;5
2023-04-21 05:27:04;;134;PROOF_temperature;2;1;4
2023-04-21 05:27:04;;134;PROOF_temperature;4;1;21.3
2023-04-21 05:27:04;;135;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:04;;135;PROOF_rel_humidity;4;2;38.5
2023-04-21 05:27:04;;135;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;135;PROOF_temp;6;1;5
2023-04-21 05:27:04;;135;PROOF_temperature;2;1;5
2023-04-21 05:27:04;;135;PROOF_temperature;4;1;20.3
2023-04-21 05:27:04;;136;PROOF_rel_humidity;2;2;39.1
2023-04-21 05:27:04;;136;PROOF_rel_humidity;4;2;39.1
2023-04-21 05:27:04;;136;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;136;PROOF_temp;6;1;5
2023-04-21 05:27:04;;136;PROOF_temperature;2;1;20.5
2023-04-21 05:27:04;;136;PROOF_temperature;4;1;20.5
2023-04-21 05:27:04;;137;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:04;;137;PROOF_rel_humidity;4;2;47
2023-04-21 05:27:04;;137;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;137;PROOF_temp;6;1;5
2023-04-21 05:27:04;;137;PROOF_temperature;2;1;4
2023-04-21 05:27:04;;137;PROOF_temperature;4;1;20.4
2023-04-21 05:27:04;;138;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:04;;138;PROOF_rel_humidity;4;2;46.6
2023-04-21 05:27:04;;138;PROOF_rel_humidity;6;2;<uncontrolled>
2023-04-21 05:27:04;;138;PROOF_temp;6;1;5
2023-04-21 05:27:04;;138;PROOF_temperature;2;1;5
2023-04-21 05:27:04;;138;PROOF_temperature;4;1;20.5
2023-04-21 05:27:04;;139;PROOF_cabinet;6;3;3
2023-04-21 05:27:04;;139;PROOF_rel_humidity;2;2;39.8
2023-04-21 05:27:04;;139;PROOF_rel_humidity;4;2;50.4
2023-04-21 05:27:04;;139;PROOF_rel_humidity;6;2;58
2023-04-21 05:27:04;;139;PROOF_remarks;6;4;bovenkant is hard verkorst!
2023-04-21 05:27:04;;139;PROOF_temp;6;1;35
2023-04-21 05:27:05;;139;PROOF_temperature;2;1;20.5
2023-04-21 05:27:05;;139;PROOF_temperature;4;1;20.7
2023-04-21 05:27:05;;14;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;14;PROOF_rel_humidity;2;2;58.3
2023-04-21 05:27:05;;14;PROOF_rel_humidity;4;2;60.2
2023-04-21 05:27:05;;14;PROOF_rel_humidity;6;2;77
2023-04-21 05:27:05;;14;PROOF_temp;6;1;35
2023-04-21 05:27:05;;14;PROOF_temperature;2;1;20.2
2023-04-21 05:27:05;;14;PROOF_temperature;4;1;20.3
2023-04-21 05:27:05;;140;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;140;PROOF_rel_humidity;2;2;39.6
2023-04-21 05:27:05;;140;PROOF_rel_humidity;4;2;49
2023-04-21 05:27:05;;140;PROOF_rel_humidity;6;2;58
2023-04-21 05:27:05;;140;PROOF_temp;6;1;35
2023-04-21 05:27:05;;140;PROOF_temperature;2;1;20.5
2023-04-21 05:27:05;;140;PROOF_temperature;4;1;20.5
2023-04-21 05:27:05;;141;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;141;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:05;;141;PROOF_rel_humidity;4;2;62.1
2023-04-21 05:27:05;;141;PROOF_rel_humidity;6;2;56
2023-04-21 05:27:05;;141;PROOF_remarks;6;4;bovnrkant is hard verkorst
2023-04-21 05:27:05;;141;PROOF_temp;6;1;35
2023-04-21 05:27:05;;141;PROOF_temperature;2;1;5
2023-04-21 05:27:05;;141;PROOF_temperature;4;1;19.8
2023-04-21 05:27:05;;142;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;142;PROOF_rel_humidity;2;2;53.7
2023-04-21 05:27:05;;142;PROOF_rel_humidity;4;2;56.5
2023-04-21 05:27:05;;142;PROOF_rel_humidity;6;2;58
2023-04-21 05:27:05;;142;PROOF_temp;6;1;35
2023-04-21 05:27:05;;142;PROOF_temperature;2;1;21
2023-04-21 05:27:05;;142;PROOF_temperature;4;1;20.3
2023-04-21 05:27:05;;143;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;143;PROOF_rel_humidity;2;2;39.6
2023-04-21 05:27:05;;143;PROOF_rel_humidity;4;2;54.6
2023-04-21 05:27:05;;143;PROOF_rel_humidity;6;2;50
2023-04-21 05:27:05;;143;PROOF_temp;6;1;35
2023-04-21 05:27:05;;143;PROOF_temperature;2;1;19.8
2023-04-21 05:27:05;;143;PROOF_temperature;4;1;19.5
2023-04-21 05:27:05;;144;PROOF_cabinet;6;3;3
2023-04-21 05:27:05;;144;PROOF_rel_humidity;2;2;40.2
2023-04-21 05:27:05;;144;PROOF_rel_humidity;4;2;58
2023-04-21 05:27:05;;144;PROOF_rel_humidity;6;2;58
2023-04-21 05:27:05;;144;PROOF_remarks;6;4;ingevallen en verkorst
2023-04-21 05:27:05;;144;PROOF_temp;6;1;35
2023-04-21 05:27:05;;144;PROOF_temperature;2;1;20
2023-04-21 05:27:05;;144;PROOF_temperature;4;1;20.6
2023-04-21 05:27:09;;146;PROOF_cabinet;6;3;1
2023-04-21 05:27:09;;146;PROOF_rel_humidity;2;2;<uncontrolled>
2023-04-21 05:27:09;;146;PROOF_rel_humidity;4;2;51
2023-04-21 05:27:09;;146;PROOF_rel_humidity;6;2;71
2023-04-21 05:27:09;;146;PROOF_remarks;6;4;broden zijn ingevallen
2023-04-21 05:27:09;;146;PROOF_temp;6;1;35
2023-04-21 05:27:09;;146;PROOF_temperature;2;1;4
2023-04-21 05:27:09;;146;PROOF_temperature;4;1;20.5
2023-04-21 05:27:09;;147;PROOF_rel_humidity;2;2;52
2023-04-21 05:27:09;;147;PROOF_rel_humidity;4;2;50
