ID;Datum;RH[%RV];TEMP[°C];
17251;12/08/2022 07:44:17;66,1;19,4;
17252;12/08/2022 07:47:17;66,2;19,3;
17253;12/08/2022 07:50:17;66,1;19,3;
17254;12/08/2022 07:53:17;66,4;19,3;
17255;12/08/2022 07:56:17;66,6;19,3;
17256;12/08/2022 07:59:17;66,6;19,3;
17257;12/08/2022 08:02:17;66,4;19,3;
17258;12/08/2022 08:05:17;66,6;19,3;
17259;12/08/2022 08:08:17;66,8;19,3;
17260;12/08/2022 08:11:17;66,8;19,3;
17261;12/08/2022 08:14:17;66,7;19,3;
17262;12/08/2022 08:17:17;66,8;19,3;
17263;12/08/2022 08:20:17;66,9;19,3;
17264;12/08/2022 08:23:17;66,9;19,3;
17265;12/08/2022 08:26:17;66,9;19,3;
17266;12/08/2022 08:29:17;66,9;19,3;
17267;12/08/2022 08:32:17;66,8;19,2;
17268;12/08/2022 08:35:17;66,6;19,2;
17269;12/08/2022 08:38:17;66,5;19,2;
17270;12/08/2022 08:41:17;66,1;19,2;
17271;12/08/2022 08:44:17;66;19,2;
17272;12/08/2022 08:47:17;65,8;19,2;
17273;12/08/2022 08:50:17;65,8;19,2;
17274;12/08/2022 08:53:17;65,8;19,2;
17275;12/08/2022 08:56:17;65,6;19,2;
17276;12/08/2022 08:59:17;65,5;19,2;
17277;12/08/2022 09:02:17;65,5;19,2;
17278;12/08/2022 09:05:17;65,4;19,2;
17279;12/08/2022 09:08:17;65,2;19,2;
17280;12/08/2022 09:11:17;65,2;19,2;
17281;12/08/2022 09:14:17;65,2;19,2;
17282;12/08/2022 09:17:17;65,1;19,2;
17283;12/08/2022 09:20:17;65;19,2;
17284;12/08/2022 09:23:17;65,1;19,2;
17285;12/08/2022 09:26:17;65,1;19,2;
17286;12/08/2022 09:29:17;65,1;19,2;
17287;12/08/2022 09:32:17;65;19,2;
17288;12/08/2022 09:35:17;65,1;19,2;
17289;12/08/2022 09:38:17;65,1;19,2;
17290;12/08/2022 09:41:17;65,1;19,2;
17291;12/08/2022 09:44:17;65,1;19,1;
17292;12/08/2022 09:47:17;65,1;19,1;
17293;12/08/2022 09:50:17;65,3;19,1;
17294;12/08/2022 09:53:17;65,3;19,1;
17295;12/08/2022 09:56:17;65,4;19,1;
17296;12/08/2022 09:59:17;65,5;19,1;
17297;12/08/2022 10:02:17;65,7;19,1;
17298;12/08/2022 10:05:17;65,8;19,1;
17299;12/08/2022 10:08:17;65,9;19,1;
17300;12/08/2022 10:11:17;66,1;19,1;
17301;12/08/2022 10:14:17;66,3;19,1;
17302;12/08/2022 10:17:17;66,4;19,1;
17303;12/08/2022 10:20:17;66,3;19,1;
17304;12/08/2022 10:23:17;65,5;19,1;
17305;12/08/2022 10:26:17;65,6;19,1;
17306;12/08/2022 10:29:17;65,8;19,2;
17307;12/08/2022 10:32:17;60,5;20,9;
17308;12/08/2022 10:35:17;89,9;21,7;
17309;12/08/2022 10:38:17;82,4;23,4;
17310;12/08/2022 10:41:17;74,5;25,2;
17311;12/08/2022 10:44:17;77,4;26,6;
17312;12/08/2022 10:47:17;82,5;26,7;
17313;12/08/2022 10:50:17;84,4;27,6;
17314;12/08/2022 10:53:17;84,8;28,7;
17315;12/08/2022 10:56:17;83,5;30;
17316;12/08/2022 10:59:17;81,8;31,1;
17317;12/08/2022 11:02:17;61,2;31,3;
17318;12/08/2022 11:05:17;72,3;29,9;
17319;12/08/2022 11:08:17;85,7;29,7;
17320;12/08/2022 11:11:17;89;29,5;
17321;12/08/2022 11:14:17;89;29,7;
17322;12/08/2022 11:17:17;85,9;30,1;
17323;12/08/2022 11:20:17;83,5;30,2;
17324;12/08/2022 11:23:17;81,6;30,3;
17325;12/08/2022 11:26:17;80,3;30,4;
17326;12/08/2022 11:29:17;79,1;30,4;
17327;12/08/2022 11:32:17;77,9;30,4;
17328;12/08/2022 11:35:17;76,5;30,5;
17329;12/08/2022 11:38:17;75,2;30,5;
17330;12/08/2022 11:41:17;77,3;30,6;
17331;12/08/2022 11:44:17;52,4;30,4;
17332;12/08/2022 11:47:17;47,9;30,4;
17333;12/08/2022 11:50:17;43,8;30,4;
17334;12/08/2022 11:53:17;40,8;30,4;
17335;12/08/2022 11:56:17;39;30,3;
17336;12/08/2022 11:59:17;37,6;30,2;
17337;12/08/2022 12:02:17;36,9;30,1;
17338;12/08/2022 12:05:17;36,5;30;
17339;12/08/2022 12:08:17;35,7;29,9;
17340;12/08/2022 12:11:17;34,4;29,8;
17341;12/08/2022 12:14:17;34,9;29,7;
17342;12/08/2022 12:17:17;35,2;29,6;
17343;12/08/2022 12:20:17;35,2;29,4;
17344;12/08/2022 12:23:17;35,2;29,3;
17345;12/08/2022 12:26:17;35,2;29,2;
17346;12/08/2022 12:29:17;35,2;29,1;
17347;12/08/2022 12:32:17;35,2;29;
17348;12/08/2022 12:35:17;35,3;28,9;
17349;12/08/2022 12:38:17;35,4;28,8;
17350;12/08/2022 12:41:17;35,5;28,7;
17351;12/08/2022 12:44:17;35,6;28,5;
17352;12/08/2022 12:47:17;35,7;28,4;
17353;12/08/2022 12:50:17;35,9;28,3;
17354;12/08/2022 12:53:17;36;28,2;
17355;12/08/2022 12:56:17;36,1;28,1;
17356;12/08/2022 12:59:17;36,2;28;
17357;12/08/2022 13:02:17;36,3;27,9;
17358;12/08/2022 13:05:17;36,4;27,8;
17359;12/08/2022 13:08:17;36,3;27,7;
17360;12/08/2022 13:11:17;36,3;27,6;
17361;12/08/2022 13:14:17;36,4;27,5;
17362;12/08/2022 13:17:17;36,4;27,4;
17363;12/08/2022 13:20:17;36,4;27,3;
17364;12/08/2022 13:23:17;36,4;27,2;
17365;12/08/2022 13:26:17;36,6;27,1;
17366;12/08/2022 13:29:17;36,7;27;
17367;12/08/2022 13:32:17;36,8;26,9;
17368;12/08/2022 13:35:17;36,7;26,8;
17369;12/08/2022 13:38:17;36,7;26,7;
17370;12/08/2022 13:41:17;36,7;26,6;
17371;12/08/2022 13:44:17;36,8;26,5;
17372;12/08/2022 13:47:17;36,8;26,5;
17373;12/08/2022 13:50:17;36,9;26,4;
17374;12/08/2022 13:53:17;37;26,3;
17375;12/08/2022 13:56:17;37;26,2;
17376;12/08/2022 13:59:17;37;26,1;
17377;12/08/2022 14:02:17;36,9;26,1;
17378;12/08/2022 14:05:17;37;26;
17379;12/08/2022 14:08:17;37;25,9;
17380;12/08/2022 14:11:17;37,1;25,8;
17381;12/08/2022 14:14:17;37,2;25,8;
17382;12/08/2022 14:17:17;37,3;25,7;
17383;12/08/2022 14:20:17;37,4;25,6;
17384;12/08/2022 14:23:17;37,5;25,5;
17385;12/08/2022 14:26:17;37,5;25,5;
17386;12/08/2022 14:29:17;37,6;25,4;
17387;12/08/2022 14:32:17;37,1;25,3;
17388;12/08/2022 14:35:17;37,2;25,3;
17389;12/08/2022 14:38:17;37,2;25,2;
17390;12/08/2022 14:41:17;37,4;25,1;
17391;12/08/2022 14:44:17;37,6;25,1;
17392;12/08/2022 14:47:17;37,7;25;
17393;12/08/2022 14:50:17;38;24,9;
17394;12/08/2022 14:53:17;38,2;24,9;
17395;12/08/2022 14:56:17;38,4;24,8;
17396;12/08/2022 14:59:17;38,5;24,7;
17397;12/08/2022 15:02:17;38,6;24,7;
17398;12/08/2022 15:05:17;38,6;24,6;
17399;12/08/2022 15:08:17;38,6;24,6;
17400;12/08/2022 15:11:17;38,7;24,5;
17401;12/08/2022 15:14:17;38,8;24,5;
17402;12/08/2022 15:17:17;38,5;24,4;
17403;12/08/2022 15:20:17;38,7;24,3;
17404;12/08/2022 15:23:17;38,8;24,3;
17405;12/08/2022 15:26:17;38,7;24,2;
17406;12/08/2022 15:29:17;38,8;24,2;
17407;12/08/2022 15:32:17;38,9;24,1;
17408;12/08/2022 15:35:17;39,1;24,1;
17409;12/08/2022 15:38:17;39;24;
17410;12/08/2022 15:41:17;39,2;24;
17411;12/08/2022 15:44:17;39,3;23,9;
17412;12/08/2022 15:47:17;39,4;23,9;
17413;12/08/2022 15:50:17;39,5;23,8;
17414;12/08/2022 15:53:17;39,7;23,8;
17415;12/08/2022 15:56:17;39,7;23,7;
17416;12/08/2022 15:59:17;39,8;23,7;
17417;12/08/2022 16:02:17;39,8;23,6;
17418;12/08/2022 16:05:17;39,8;23,6;
17419;12/08/2022 16:08:17;39,8;23,5;
17420;12/08/2022 16:11:17;39,9;23,5;
17421;12/08/2022 16:14:17;39,9;23,4;
17422;12/08/2022 16:17:17;40;23,4;
17423;12/08/2022 16:20:17;40;23,3;
17424;12/08/2022 16:23:17;40,2;23,3;
17425;12/08/2022 16:26:17;40,3;23,3;
17426;12/08/2022 16:29:17;40,4;23,2;
17427;12/08/2022 16:32:17;40,4;23,2;
17428;12/08/2022 16:35:17;40,4;23,1;
17429;12/08/2022 16:38:17;40,5;23,1;
17430;12/08/2022 16:41:17;40,5;23,1;
17431;12/08/2022 16:44:17;40,5;23;
17432;12/08/2022 16:47:17;40,5;23;
17433;12/08/2022 16:50:17;40,5;23;
17434;12/08/2022 16:53:17;40,5;22,9;
17435;12/08/2022 16:56:17;40,5;22,9;
17436;12/08/2022 16:59:17;40,5;22,8;
17437;12/08/2022 17:02:17;40,5;22,8;
17438;12/08/2022 17:05:17;40,3;22,8;
17439;12/08/2022 17:08:17;40,2;22,7;
17440;12/08/2022 17:11:17;40,2;22,7;
17441;12/08/2022 17:14:17;40,2;22,7;
17442;12/08/2022 17:17:17;40,3;22,7;
17443;12/08/2022 17:20:17;40,4;22,6;
17444;12/08/2022 17:23:17;40,4;22,6;
17445;12/08/2022 17:26:17;40,5;22,6;
17446;12/08/2022 17:29:17;40,6;22,5;
17447;12/08/2022 17:32:17;40,6;22,5;
17448;12/08/2022 17:35:17;40,6;22,5;
17449;12/08/2022 17:38:17;40,6;22,5;
17450;12/08/2022 17:41:17;40,6;22,4;
17451;12/08/2022 17:44:17;40,6;22,4;
17452;12/08/2022 17:47:17;40,6;22,4;
17453;12/08/2022 17:50:17;40,6;22,4;
17454;12/08/2022 17:53:17;40,6;22,4;
17455;12/08/2022 17:56:17;40,7;22,4;
17456;12/08/2022 17:59:17;40,8;22,3;
17457;12/08/2022 18:02:17;40,8;22,3;
17458;12/08/2022 18:05:17;40,8;22,3;
17459;12/08/2022 18:08:17;40,8;22,3;
17460;12/08/2022 18:11:17;40,8;22,3;
17461;12/08/2022 18:14:17;40,9;22,3;
17462;12/08/2022 18:17:17;40,9;22,3;
17463;12/08/2022 18:20:17;41;22,3;
17464;12/08/2022 18:23:17;41,1;22,3;
17465;12/08/2022 18:26:17;41,6;22,3;
17466;12/08/2022 18:29:17;42;22,3;
17467;12/08/2022 18:32:17;42,4;22,3;
17468;12/08/2022 18:35:17;42,7;22,3;
17469;12/08/2022 18:38:17;42,9;22,3;
17470;12/08/2022 18:41:17;43,1;22,3;
17471;12/08/2022 18:44:17;43,3;22,3;
17472;12/08/2022 18:47:17;43,4;22,3;
17473;12/08/2022 18:50:17;43,5;22,2;
17474;12/08/2022 18:53:17;43,7;22,3;
17475;12/08/2022 18:56:17;43,7;22,2;
17476;12/08/2022 18:59:17;43,8;22,2;
17477;12/08/2022 19:02:17;43,9;22,2;
17478;12/08/2022 19:05:17;43,9;22,2;
17479;12/08/2022 19:08:17;44;22,3;
17480;12/08/2022 19:11:17;44;22,3;
17481;12/08/2022 19:14:17;44,1;22,3;
17482;12/08/2022 19:17:17;44,2;22,3;
17483;12/08/2022 19:20:17;44,2;22,3;
17484;12/08/2022 19:23:17;44,3;22,3;
17485;12/08/2022 19:26:17;44,3;22,3;
17486;12/08/2022 19:29:17;44,4;22,3;
17487;12/08/2022 19:32:17;44,4;22,3;
17488;12/08/2022 19:35:17;44,4;22,3;
17489;12/08/2022 19:38:17;44,4;22,3;
17490;12/08/2022 19:41:17;44,5;22,3;
17491;12/08/2022 19:44:17;44,5;22,3;
17492;12/08/2022 19:47:17;44,5;22,3;
17493;12/08/2022 19:50:17;44,5;22,3;
17494;12/08/2022 19:53:17;44,5;22,3;
17495;12/08/2022 19:56:17;44,5;22,3;
17496;12/08/2022 19:59:17;44,5;22,3;
17497;12/08/2022 20:02:17;44,5;22,3;
17498;12/08/2022 20:05:17;44,5;22,4;
17499;12/08/2022 20:08:17;44,4;22,4;
17500;12/08/2022 20:11:17;44,4;22,4;
17501;12/08/2022 20:14:17;44,4;22,4;
17502;12/08/2022 20:17:17;44,4;22,4;
17503;12/08/2022 20:20:17;44,5;22,4;
17504;12/08/2022 20:23:17;44,4;22,4;
17505;12/08/2022 20:26:17;44,5;22,4;
17506;12/08/2022 20:29:17;44,5;22,4;
17507;12/08/2022 20:32:17;44,5;22,4;
17508;12/08/2022 20:35:17;44,5;22,4;
17509;12/08/2022 20:38:17;44,4;22,4;
17510;12/08/2022 20:41:17;44,4;22,4;
17511;12/08/2022 20:44:17;44,5;22,4;
17512;12/08/2022 20:47:17;44,5;22,4;
17513;12/08/2022 20:50:17;44,4;22,4;
17514;12/08/2022 20:53:17;44,5;22,4;
17515;12/08/2022 20:56:17;44,5;22,4;
17516;12/08/2022 20:59:17;44,5;22,4;
17517;12/08/2022 21:02:17;44,5;22,4;
17518;12/08/2022 21:05:17;44,5;22,4;
17519;12/08/2022 21:08:17;44,5;22,3;
17520;12/08/2022 21:11:17;44,5;22,3;
17521;12/08/2022 21:14:17;44,6;22,3;
17522;12/08/2022 21:17:17;44,6;22,3;
17523;12/08/2022 21:20:17;44,6;22,3;
17524;12/08/2022 21:23:17;44,7;22,3;
17525;12/08/2022 21:26:17;44,7;22,3;
17526;12/08/2022 21:29:17;44,8;22,3;
17527;12/08/2022 21:32:17;44,9;22,2;
17528;12/08/2022 21:35:17;44,9;22,2;
17529;12/08/2022 21:38:17;45;22,2;
17530;12/08/2022 21:41:17;45,1;22,2;
17531;12/08/2022 21:44:17;45,2;22,2;
17532;12/08/2022 21:47:17;45,2;22,1;
17533;12/08/2022 21:50:17;45,3;22,1;
17534;12/08/2022 21:53:17;45,4;22,1;
17535;12/08/2022 21:56:17;45,5;22,1;
17536;12/08/2022 21:59:17;45,5;22;
17537;12/08/2022 22:02:17;45,6;22;
17538;12/08/2022 22:05:17;45,7;22;
17539;12/08/2022 22:08:17;45,8;22;
17540;12/08/2022 22:11:17;45,9;21,9;
17541;12/08/2022 22:14:17;46;21,9;
17542;12/08/2022 22:17:17;46,2;21,9;
17543;12/08/2022 22:20:17;46,3;21,9;
17544;12/08/2022 22:23:17;46,4;21,8;
17545;12/08/2022 22:26:17;46,5;21,8;
17546;12/08/2022 22:29:17;46,7;21,8;
17547;12/08/2022 22:32:17;46,8;21,7;
17548;12/08/2022 22:35:17;46,9;21,7;
17549;12/08/2022 22:38:17;47,1;21,7;
17550;12/08/2022 22:41:17;47,3;21,7;
17551;12/08/2022 22:44:17;47,4;21,6;
17552;12/08/2022 22:47:17;47,6;21,6;
17553;12/08/2022 22:50:17;47,7;21,6;
17554;12/08/2022 22:53:17;47,9;21,5;
17555;12/08/2022 22:56:17;48;21,5;
17556;12/08/2022 22:59:17;48,2;21,5;
17557;12/08/2022 23:02:17;48,4;21,5;
17558;12/08/2022 23:05:17;48,5;21,4;
17559;12/08/2022 23:08:17;48,7;21,4;
17560;12/08/2022 23:11:17;48,9;21,4;
17561;12/08/2022 23:14:17;49;21,3;
17562;12/08/2022 23:17:17;49,2;21,3;
17563;12/08/2022 23:20:17;49,4;21,3;
17564;12/08/2022 23:23:17;49,6;21,2;
17565;12/08/2022 23:26:17;49,8;21,2;
17566;12/08/2022 23:29:17;49,9;21,2;
17567;12/08/2022 23:32:17;50,1;21,2;
17568;12/08/2022 23:35:17;50,3;21,1;
17569;12/08/2022 23:38:17;50,5;21,1;
17570;12/08/2022 23:41:17;50,7;21,1;
17571;12/08/2022 23:44:17;50,9;21;
17572;12/08/2022 23:47:17;51,1;21;
17573;12/08/2022 23:50:17;51,3;21;
17574;12/08/2022 23:53:17;51,6;21;
17575;12/08/2022 23:56:17;51,8;20,9;
17576;12/08/2022 23:59:17;52;20,9;
17577;13/08/2022 00:02:17;52,3;20,9;
17578;13/08/2022 00:05:17;52,5;20,9;
17579;13/08/2022 00:08:17;52,7;20,8;
17580;13/08/2022 00:11:17;52,9;20,8;
17581;13/08/2022 00:14:17;53,1;20,8;
17582;13/08/2022 00:17:17;53,3;20,8;
17583;13/08/2022 00:20:17;53,5;20,7;
17584;13/08/2022 00:23:17;53,7;20,7;
17585;13/08/2022 00:26:17;53,9;20,7;
17586;13/08/2022 00:29:17;54,1;20,6;
17587;13/08/2022 00:32:17;54,3;20,6;
17588;13/08/2022 00:35:17;54,5;20,6;
17589;13/08/2022 00:38:17;54,6;20,6;
17590;13/08/2022 00:41:17;54,8;20,6;
17591;13/08/2022 00:44:17;55;20,5;
17592;13/08/2022 00:47:17;55,1;20,5;
17593;13/08/2022 00:50:17;55,3;20,5;
17594;13/08/2022 00:53:17;55,4;20,5;
17595;13/08/2022 00:56:17;55,5;20,4;
17596;13/08/2022 00:59:17;55,6;20,4;
17597;13/08/2022 01:02:17;55,8;20,4;
17598;13/08/2022 01:05:17;55,9;20,4;
17599;13/08/2022 01:08:17;56;20,3;
17600;13/08/2022 01:11:17;56,1;20,3;
17601;13/08/2022 01:14:17;56,2;20,3;
17602;13/08/2022 01:17:17;56,4;20,3;
17603;13/08/2022 01:20:17;56,4;20,2;
17604;13/08/2022 01:23:17;56,5;20,2;
17605;13/08/2022 01:26:17;56,6;20,2;
17606;13/08/2022 01:29:17;56,7;20,2;
17607;13/08/2022 01:32:17;56,8;20,1;
17608;13/08/2022 01:35:17;56,9;20,1;
17609;13/08/2022 01:38:17;57;20,1;
17610;13/08/2022 01:41:17;57,1;20,1;
17611;13/08/2022 01:44:17;57,1;20,1;
17612;13/08/2022 01:47:17;57,2;20;
17613;13/08/2022 01:50:17;57,3;20;
17614;13/08/2022 01:53:17;57,4;20;
17615;13/08/2022 01:56:17;57,4;20;
17616;13/08/2022 01:59:17;57,5;19,9;
17617;13/08/2022 02:02:17;57,6;19,9;
17618;13/08/2022 02:05:17;57,7;19,9;
17619;13/08/2022 02:08:17;57,7;19,9;
17620;13/08/2022 02:11:17;57,7;19,9;
17621;13/08/2022 02:14:17;57,8;19,8;
17622;13/08/2022 02:17:17;57,8;19,8;
17623;13/08/2022 02:20:17;57,9;19,8;
17624;13/08/2022 02:23:17;57,9;19,8;
17625;13/08/2022 02:26:17;58;19,8;
17626;13/08/2022 02:29:17;58,1;19,8;
17627;13/08/2022 02:32:17;58,1;19,7;
17628;13/08/2022 02:35:17;58,1;19,7;
17629;13/08/2022 02:38:17;58,1;19,7;
17630;13/08/2022 02:41:17;58,2;19,7;
17631;13/08/2022 02:44:17;58,2;19,7;
17632;13/08/2022 02:47:17;58,2;19,6;
17633;13/08/2022 02:50:17;58,3;19,6;
17634;13/08/2022 02:53:17;58,3;19,6;
17635;13/08/2022 02:56:17;58,3;19,6;
17636;13/08/2022 02:59:17;58,3;19,6;
17637;13/08/2022 03:02:17;58,4;19,5;
17638;13/08/2022 03:05:17;58,4;19,5;
17639;13/08/2022 03:08:17;58,4;19,5;
17640;13/08/2022 03:11:17;58,4;19,5;
17641;13/08/2022 03:14:17;58,5;19,5;
17642;13/08/2022 03:17:17;58,5;19,5;
17643;13/08/2022 03:20:17;58,5;19,4;
17644;13/08/2022 03:23:17;58,5;19,4;
17645;13/08/2022 03:26:17;58,6;19,4;
17646;13/08/2022 03:29:17;58,6;19,4;
17647;13/08/2022 03:32:17;58,6;19,4;
17648;13/08/2022 03:35:17;58,7;19,4;
17649;13/08/2022 03:38:17;58,7;19,3;
17650;13/08/2022 03:41:17;58,8;19,3;
17651;13/08/2022 03:44:17;58,8;19,3;
17652;13/08/2022 03:47:17;58,9;19,3;
17653;13/08/2022 03:50:17;58,9;19,3;
17654;13/08/2022 03:53:17;59;19,3;
17655;13/08/2022 03:56:17;59;19,3;
17656;13/08/2022 03:59:17;59;19,2;
17657;13/08/2022 04:02:17;59;19,2;
17658;13/08/2022 04:05:17;59;19,2;
17659;13/08/2022 04:08:17;59;19,2;
17660;13/08/2022 04:11:17;59;19,2;
17661;13/08/2022 04:14:17;59;19,2;
17662;13/08/2022 04:17:17;59;19,2;
17663;13/08/2022 04:20:17;59,1;19,1;
17664;13/08/2022 04:23:17;59,1;19,1;
17665;13/08/2022 04:26:17;59,1;19,1;
17666;13/08/2022 04:29:17;59,1;19,1;
17667;13/08/2022 04:32:17;59,1;19,1;
17668;13/08/2022 04:35:17;59,1;19,1;
17669;13/08/2022 04:38:17;59,2;19,1;
17670;13/08/2022 04:41:17;59,1;19,1;
17671;13/08/2022 04:44:17;59,1;19;
17672;13/08/2022 04:47:17;59,1;19;
17673;13/08/2022 04:50:17;59,1;19;
17674;13/08/2022 04:53:17;59,1;19;
17675;13/08/2022 04:56:17;59,1;19;
17676;13/08/2022 04:59:17;59,1;19;
17677;13/08/2022 05:02:17;59,1;19;
17678;13/08/2022 05:05:17;59,1;19;
17679;13/08/2022 05:08:17;59,2;19;
17680;13/08/2022 05:11:17;59,2;18,9;
17681;13/08/2022 05:14:17;59,1;18,9;
17682;13/08/2022 05:17:17;59,2;18,9;
17683;13/08/2022 05:20:17;59,2;18,9;
17684;13/08/2022 05:23:17;59,2;18,9;
17685;13/08/2022 05:26:17;59,2;18,9;
17686;13/08/2022 05:29:17;59,2;18,9;
17687;13/08/2022 05:32:17;59,2;18,9;
17688;13/08/2022 05:35:17;59,2;18,9;
17689;13/08/2022 05:38:17;59,2;18,9;
17690;13/08/2022 05:41:17;59,2;18,9;
17691;13/08/2022 05:44:17;59,3;18,8;
17692;13/08/2022 05:47:17;59,3;18,8;
17693;13/08/2022 05:50:17;59,3;18,8;
17694;13/08/2022 05:53:17;59,3;18,8;
17695;13/08/2022 05:56:17;59,3;18,8;
17696;13/08/2022 05:59:17;59,3;18,8;
17697;13/08/2022 06:02:17;59,4;18,8;
17698;13/08/2022 06:05:17;59,4;18,8;
17699;13/08/2022 06:08:17;59,4;18,8;
17700;13/08/2022 06:11:17;59,4;18,8;
17701;13/08/2022 06:14:17;59,4;18,8;
17702;13/08/2022 06:17:17;59,4;18,8;
17703;13/08/2022 06:20:17;59,4;18,8;
17704;13/08/2022 06:23:17;59,4;18,7;
17705;13/08/2022 06:26:17;59,4;18,7;
17706;13/08/2022 06:29:17;59,4;18,7;
17707;13/08/2022 06:32:17;59,4;18,7;
17708;13/08/2022 06:35:17;59,4;18,7;
17709;13/08/2022 06:38:17;59,4;18,7;
17710;13/08/2022 06:41:17;59,5;18,7;
17711;13/08/2022 06:44:17;59,4;18,7;
17712;13/08/2022 06:47:17;59,5;18,7;
17713;13/08/2022 06:50:17;59,5;18,7;
17714;13/08/2022 06:53:17;59,5;18,7;
17715;13/08/2022 06:56:17;59,6;18,7;
17716;13/08/2022 06:59:17;59,6;18,7;
17717;13/08/2022 07:02:17;59,6;18,7;
17718;13/08/2022 07:05:17;59,6;18,7;
17719;13/08/2022 07:08:17;59,7;18,6;
17720;13/08/2022 07:11:17;59,7;18,6;
17721;13/08/2022 07:14:17;59,7;18,6;
17722;13/08/2022 07:17:17;59,8;18,6;
17723;13/08/2022 07:20:17;59,8;18,6;
17724;13/08/2022 07:23:17;59,8;18,6;
17725;13/08/2022 07:26:17;59,9;18,6;
17726;13/08/2022 07:29:17;59,9;18,6;
17727;13/08/2022 07:32:17;60;18,6;
17728;13/08/2022 07:35:17;60;18,6;
17729;13/08/2022 07:38:17;60,1;18,6;
17730;13/08/2022 07:41:17;60,1;18,6;
17731;13/08/2022 07:44:17;60,1;18,6;
17732;13/08/2022 07:47:17;60,2;18,6;
17733;13/08/2022 07:50:17;60,3;18,6;
17734;13/08/2022 07:53:17;60,3;18,6;
17735;13/08/2022 07:56:17;60,3;18,6;
17736;13/08/2022 07:59:17;60,4;18,6;
17737;13/08/2022 08:02:17;60,5;18,6;
17738;13/08/2022 08:05:17;60,5;18,6;
17739;13/08/2022 08:08:17;60,6;18,6;
17740;13/08/2022 08:11:17;60,6;18,6;
17741;13/08/2022 08:14:17;60,7;18,6;
17742;13/08/2022 08:17:17;60,8;18,6;
17743;13/08/2022 08:20:17;60,8;18,5;
17744;13/08/2022 08:23:17;60,9;18,5;
17745;13/08/2022 08:26:17;61;18,5;
17746;13/08/2022 08:29:17;61,1;18,5;
17747;13/08/2022 08:32:17;61,1;18,5;
17748;13/08/2022 08:35:17;61,2;18,5;
17749;13/08/2022 08:38:17;61,3;18,5;
17750;13/08/2022 08:41:17;61,3;18,5;
17751;13/08/2022 08:44:17;61,3;18,5;
17752;13/08/2022 08:47:17;61,4;18,5;
17753;13/08/2022 08:50:17;61,5;18,5;
17754;13/08/2022 08:53:17;61,5;18,5;
17755;13/08/2022 08:56:17;61,5;18,5;
17756;13/08/2022 08:59:17;61,6;18,5;
17757;13/08/2022 09:02:17;61,6;18,5;
17758;13/08/2022 09:05:17;61,6;18,5;
17759;13/08/2022 09:08:17;61,6;18,5;
17760;13/08/2022 09:11:17;61,6;18,5;
17761;13/08/2022 09:14:17;61,7;18,5;
17762;13/08/2022 09:17:17;61,7;18,5;
17763;13/08/2022 09:20:17;61,7;18,5;
17764;13/08/2022 09:23:17;61,7;18,5;
17765;13/08/2022 09:26:17;61,7;18,5;
17766;13/08/2022 09:29:17;61,7;18,5;
17767;13/08/2022 09:32:17;61,8;18,5;
17768;13/08/2022 09:35:17;61,8;18,5;
17769;13/08/2022 09:38:17;61,8;18,5;
17770;13/08/2022 09:41:17;61,8;18,5;
17771;13/08/2022 09:44:17;61,8;18,5;
17772;13/08/2022 09:47:17;61,8;18,5;
17773;13/08/2022 09:50:17;61,8;18,5;
17774;13/08/2022 09:53:17;61,7;18,5;
17775;13/08/2022 09:56:17;61,7;18,5;
17776;13/08/2022 09:59:17;61,7;18,5;
17777;13/08/2022 10:02:17;61,7;18,5;
17778;13/08/2022 10:05:17;61,6;18,5;
17779;13/08/2022 10:08:17;61,6;18,5;
17780;13/08/2022 10:11:17;61,5;18,5;
17781;13/08/2022 10:14:17;61,5;18,5;
17782;13/08/2022 10:17:17;61,4;18,5;
17783;13/08/2022 10:20:17;61,4;18,5;
17784;13/08/2022 10:23:17;61,3;18,5;
17785;13/08/2022 10:26:17;61,3;18,5;
17786;13/08/2022 10:29:17;61,2;18,5;
17787;13/08/2022 10:32:17;61,2;18,5;
17788;13/08/2022 10:35:17;61,1;18,5;
17789;13/08/2022 10:38:17;61,1;18,5;
17790;13/08/2022 10:41:17;60,9;18,5;
17791;13/08/2022 10:44:17;60,9;18,5;
17792;13/08/2022 10:47:17;60,8;18,5;
17793;13/08/2022 10:50:17;60,7;18,5;
17794;13/08/2022 10:53:17;60,6;18,5;
17795;13/08/2022 10:56:17;60,5;18,5;
17796;13/08/2022 10:59:17;60,5;18,5;
17797;13/08/2022 11:02:17;60,3;18,5;
17798;13/08/2022 11:05:17;60,2;18,5;
17799;13/08/2022 11:08:17;60,1;18,5;
17800;13/08/2022 11:11:17;60;18,5;
17801;13/08/2022 11:14:17;59,9;18,5;
17802;13/08/2022 11:17:17;59,8;18,5;
17803;13/08/2022 11:20:17;59,6;18,5;
17804;13/08/2022 11:23:17;59,5;18,5;
17805;13/08/2022 11:26:17;59,4;18,5;
17806;13/08/2022 11:29:17;59,3;18,5;
17807;13/08/2022 11:32:17;59,2;18,5;
17808;13/08/2022 11:35:17;59,1;18,5;
17809;13/08/2022 11:38:17;59;18,5;
17810;13/08/2022 11:41:17;58,9;18,5;
17811;13/08/2022 11:44:17;58,8;18,5;
17812;13/08/2022 11:47:17;58,7;18,5;
17813;13/08/2022 11:50:17;58,6;18,5;
17814;13/08/2022 11:53:17;58,4;18,5;
17815;13/08/2022 11:56:17;58,3;18,5;
